# field phot_id z_best_s use_phot use_zgrism z_best z_best_l95 z_best_l68 z_best_u68 z_best_u95 sfr sfr_IR sfr_UV L_IR L_UV flag z_sfr z_type f24tot ef24tot L_1600 L_2800 beta Ha_FLUX Ha_FLUX_ERR Ha_EQW Ha_EQW_ERR Ha_SCALE number grism_id z_max_grism uvj
# Author: I. Momcheva (Sat Oct  3 21:18:14 2015)
goodss 2535 3 1 -1 0.763 0.623 0.705 0.84 0.934 0.31791 0.20948 0.10844 1921800000.0 452200000.0 1.0 0.763 3.0 6.042 6.673 468620000.0 301460000.0 -1.77 3.9 1.04 1066037524480769.0 2.351613538313366e+62 2564444862576.435 2535 goodss-05-G141_02535 0.84688 1.0
goodss 2542 3 1 -1 1.3733 1.176 1.278 1.471 1.584 1.9325 1.4172 0.5153 13002000000.0 2148900000.0 0.0 1.373 3.0 5.972 4.901 2365000000.0 1432600000.0 -1.82 1.08 0.75 inf inf 1.0 2542 goodss-16-G141_02542 1.47936 1.0
goodss 2543 3 1 -1 2.2804 2.079 2.177 2.382 2.438 4.5424 2.5567 1.9857 23456000000.0 8280700000.0 1.0 2.28 3.0 5.083 7.605 7551500000.0 5520500000.0 -1.53 -99.0 -99.0 -99.0 -99.0 -99.0 2543 goodss-16-G141_02543 2.36188 1.0
goodss 2545 2 1 1 1.9535 1.5681 1.6913 1.9522 1.9877 48.723 45.427 3.2958 416760000000.0 13744000000.0 0.0 1.954 2.0 146.7 8.983 6751000000.0 9162500000.0 -0.41 -99.0 -99.0 -99.0 -99.0 -99.0 2545 goodss-05-G141_02545 1.95353 1.0
goodss 2546 1 1 1 0.664 -1.0 -1.0 -1.0 -1.0 24.166 21.129 3.0378 193840000000.0 12668000000.0 0.0 0.664 1.0 818.7 7.433 3240000000.0 8445400000.0 0.66 76.15 7.62 40.67 4.08 0.929 2546 goodss-14-G141_02546 0.65699 2.0
goodss 2547 3 1 -1 2.9461 2.855 2.894 3.0 3.038 11.401 -99.0 11.401 -99.0 47545000000.0 2.0 2.946 3.0 -3.064 8.706 48028000000.0 31696000000.0 -1.57 -99.0 -99.0 -99.0 -99.0 -99.0 2547 goodss-05-G141_02547 2.93929 1.0
goodss 2553 3 1 -1 2.6023 2.506 2.542 2.662 2.7 6.4507 4.4381 2.0126 40716000000.0 8392700000.0 1.0 2.602 3.0 4.697 7.02 8536300000.0 5595200000.0 -1.64 -99.0 -99.0 -99.0 -99.0 -99.0 2553 goodss-05-G141_02553 2.62734 1.0
goodss 2567 3 1 -1 0.5507 0.505 0.526 0.577 0.598 0.15689 -99.0 0.15689 -99.0 654260000.0 2.0 0.5507 3.0 -1.347 6.21 554980000.0 436170000.0 -1.39 -99.0 -99.0 -99.0 -99.0 -99.0 2567 goodss-14-G141_02567 0.51968 1.0
goodss 2568 3 1 -1 1.2946 1.136 1.195 1.403 1.519 0.61509 -99.0 0.61509 -99.0 2565000000.0 2.0 1.295 3.0 -3.201 9.819 3003800000.0 1710000000.0 -1.9 -99.0 -99.0 -99.0 -99.0 -99.0 2568 goodss-22-G141_02568 1.30827 1.0
goodss 2569 2 1 1 0.9261 0.8955 0.9165 0.9874 1.0275 1.6328 0.57245 1.0604 5251800000.0 4421900000.0 1.0 0.9261 2.0 11.68 47.59 3760000000.0 2947900000.0 -1.31 3.22 0.97 162.98 52.85 1.206 2569 goodss-16-G141_02569 0.92611 1.0
goodss 2570 3 1 -1 2.7194 2.665 2.676 2.765 2.78 27.721 19.016 8.7052 174460000000.0 36302000000.0 0.0 2.719 3.0 15.1 6.914 29155000000.0 24201000000.0 -1.16 -99.0 -99.0 -99.0 -99.0 -99.0 2570 goodss-14-G141_02570 2.74342 1.0
goodss 2573 3 1 -1 2.6981 2.61 2.645 2.755 2.775 20.507 14.355 6.1528 131690000000.0 25658000000.0 0.0 2.698 3.0 11.98 9.433 22646000000.0 17105000000.0 -1.33 -99.0 -99.0 -99.0 -99.0 -99.0 2573 goodss-05-G141_02573 2.72475 1.0
goodss 2578 3 1 -1 0.7127 0.453 0.66 0.775 0.854 0.091834 -99.0 0.091834 -99.0 382960000.0 2.0 0.7127 3.0 -4.439 8.62 407490000.0 255310000.0 -1.82 0.09 1.82 inf inf 1.0 2578 goodss-14-G141_02578 0.67867 1.0
goodss 2584 3 1 0 2.593 2.511 2.54 2.648 2.682 73.53 66.917 6.6127 613920000000.0 27576000000.0 0.0 2.593 3.0 72.45 10.52 16762000000.0 18384000000.0 -0.57 -99.0 -99.0 -99.0 -99.0 -99.0 2584 00000 -1.0 1.0
goodss 2585 2 1 1 2.1931 2.1181 2.1853 2.2269 2.2449 5.0699 3.2598 1.81 29907000000.0 7548100000.0 1.0 2.193 2.0 7.4 8.421 1634300000.0 5032100000.0 1.1 -99.0 -99.0 -99.0 -99.0 -99.0 2585 goodss-16-G141_02585 2.19312 3.0
goodss 2586 3 1 -1 2.5982 2.491 2.529 2.668 2.723 48.133 44.15 3.9836 405040000000.0 16612000000.0 0.0 2.598 3.0 47.2 8.451 11207000000.0 11075000000.0 -0.78 -99.0 -99.0 -99.0 -99.0 -99.0 2586 goodss-05-G141_02586 2.62734 1.0
goodss 2590 3 1 0 0.6748 0.629 0.645 0.706 0.718 2.272 1.1868 1.0852 10888000000.0 4525400000.0 0.0 0.6748 3.0 44.59 12.82 4822500000.0 3016900000.0 -1.82 13.94 13.78 184.93 183.94 0.952 2590 goodss-05-G141_02590 0.63968 1.0
goodss 2595 1 1 1 0.6656 -1.0 -1.0 -1.0 -1.0 2.4972 1.4385 1.0586 13198000000.0 4414600000.0 0.0 0.6656 1.0 55.49 8.372 3552000000.0 2943100000.0 -1.4 10.66 8.02 68.35 52.2 0.88 2595 goodss-16-G141_02595 0.65037 1.0
goodss 2597 3 1 -1 2.9637 2.744 2.846 3.082 3.163 12.298 10.034 2.2649 92051000000.0 9445100000.0 1.0 2.964 3.0 4.938 8.563 1668300000.0 6296700000.0 1.41 -99.0 -99.0 -99.0 -99.0 -99.0 2597 goodss-14-G141_02597 3.06535 3.0
goodss 2600 3 1 -1 0.9752 0.843 0.889 1.054 1.095 0.58275 0.46015 0.1226 4221600000.0 511250000.0 0.0 0.9752 3.0 7.912 7.797 556470000.0 340830000.0 -1.78 3.65 0.91 inf inf 1.0 2600 goodss-22-G141_02600 0.86545 1.0
goodss 2603 3 1 -1 2.9644 2.69 2.817 3.117 3.255 28.319 26.252 2.0666 240850000000.0 8618000000.0 0.0 2.964 3.0 12.92 9.34 8595800000.0 5745300000.0 -1.63 -99.0 -99.0 -99.0 -99.0 -99.0 2603 00000 -1.0 1.0
goodss 2604 3 1 -1 0.6709 0.573 0.642 0.704 0.728 0.44171 0.22597 0.21574 2073100000.0 899670000.0 0.0 0.6709 3.0 8.587 6.941 958510000.0 599780000.0 -1.82 -1.14 2.16 -843.57 2.060578405444806e+103 7.846 2604 goodss-16-G141_02604 0.6405 1.0
goodss 2606 3 1 -1 0.8859 0.718 0.799 0.966 1.017 0.082433 -99.0 0.082433 -99.0 343760000.0 2.0 0.8859 3.0 -2.213 7.162 196420000.0 229170000.0 -0.54 1.92 1.44 1.4934489399860366e+154 inf 7.409054818281789e+231 2606 goodss-05-G141_02606 0.76738 1.0
goodss 2618 3 1 -1 2.3679 2.202 2.272 2.466 2.541 3.8286 2.0167 1.8119 18501000000.0 7556000000.0 1.0 2.368 3.0 3.533 7.208 7453500000.0 5037300000.0 -1.62 -99.0 -99.0 -99.0 -99.0 -99.0 2618 goodss-22-G141_02618 2.36524 1.0
goodss 2620 2 1 1 2.4834 2.4722 2.4786 2.4886 2.4946 18.012 9.9299 8.0821 91100000000.0 33704000000.0 0.0 2.483 2.0 14.01 8.739 30723000000.0 22469000000.0 -1.46 -99.0 -99.0 -99.0 -99.0 -99.0 2620 goodss-05-G141_02620 2.48337 1.0
goodss 2622 2 1 1 1.4133 1.3468 1.388 1.4966 1.545 49.202 47.982 1.2195 440200000000.0 5085300000.0 0.0 1.413 2.0 187.0 34.14 3286300000.0 3390200000.0 -0.71 -0.63 0.74 -59.75 67.91 1.18 2622 goodss-16-G141_02622 1.41331 1.0
goodss 2624 3 1 -1 1.6247 1.379 1.48 1.759 1.932 1.7811 0.36074 1.4203 3309600000.0 5922900000.0 1.0 1.625 3.0 1.23 6.124 6629200000.0 3948600000.0 -1.83 -99.0 -99.0 -99.0 -99.0 -99.0 2624 goodss-14-G141_02624 1.79687 1.0
goodss 2626 3 1 -1 1.6373 1.22 1.391 1.926 2.119 6.2818 5.5377 0.7441 50804000000.0 3103000000.0 0.0 1.637 3.0 19.0 11.82 3444900000.0 2068700000.0 -1.8 -99.0 -99.0 -99.0 -99.0 -99.0 2626 00000 -1.0 1.0
goodss 2631 3 1 -1 1.9599 1.547 1.784 2.087 2.145 2.7777 -99.0 2.7777 -99.0 11583000000.0 2.0 1.96 3.0 -9.529 12.73 13771000000.0 7722300000.0 -1.92 -99.0 -99.0 -99.0 -99.0 -99.0 2631 00000 -1.0 1.0
goodss 2632 3 1 -1 2.6969 2.608 2.644 2.754 2.775 12.057 4.583 7.4737 42046000000.0 31166000000.0 1.0 2.697 3.0 3.834 10.83 23277000000.0 20778000000.0 -1.06 -99.0 -99.0 -99.0 -99.0 -99.0 2632 goodss-05-G141_02632 2.73968 1.0
goodss 2636 3 1 -1 0.9301 0.802 0.833 1.017 1.036 1.7184 1.151 0.56734 10560000000.0 2365900000.0 0.0 0.9301 3.0 23.18 6.984 2468700000.0 1577300000.0 -1.7 4.46 1.39 510.66 198.84 1.342 2636 goodss-14-G141_02636 0.84873 1.0
goodss 2638 3 1 -1 2.5408 2.308 2.464 2.617 2.662 1.7033 -99.0 1.7033 -99.0 7103000000.0 2.0 2.541 3.0 -1.055 8.041 6990900000.0 4735300000.0 -1.69 -99.0 -99.0 -99.0 -99.0 -99.0 2638 goodss-05-G141_02638 2.27887 1.0
goodss 2643 3 1 -1 1.872 1.637 1.746 2.0 2.083 12.236 10.8 1.4365 99080000000.0 5990300000.0 0.0 1.872 3.0 38.8 6.161 5129700000.0 3993500000.0 -1.36 -99.0 -99.0 -99.0 -99.0 -99.0 2643 goodss-05-G141_02643 1.80948 1.0
goodss 2649 2 1 1 1.498 1.3993 1.4509 1.5891 1.7461 5.0176 2.8374 2.1802 26031000000.0 9091800000.0 1.0 1.498 2.0 10.09 11.63 6203800000.0 6061200000.0 -0.8 1.55 1.06 377.61 293.11 3.417 2649 goodss-14-G141_02649 1.49802 1.0
goodss 2650 2 1 1 1.1771 1.1679 1.1717 1.1791 1.185 2.3185 -99.0 2.3185 -99.0 9668300000.0 2.0 1.177 2.0 -6.025 6.637 10971000000.0 6445600000.0 -1.88 8.35 1.25 636.35 117.38 1.455 2650 goodss-16-G141_02650 1.17711 1.0
goodss 2661 3 1 -1 2.5711 2.481 2.512 2.629 2.679 17.443 10.348 7.0945 94940000000.0 29585000000.0 0.0 2.571 3.0 11.84 7.337 25678000000.0 19723000000.0 -1.33 -99.0 -99.0 -99.0 -99.0 -99.0 2661 00000 -1.0 1.0
goodss 2666 1 1 1 1.457 -1.0 -1.0 -1.0 -1.0 7.933 3.6571 4.2759 33551000000.0 17831000000.0 0.0 1.457 1.0 13.49 8.028 18881000000.0 11887000000.0 -1.77 11.13 1.6 798.86 191.3 1.606 2666 goodss-14-G141_02666 1.45592 1.0
goodss 2670 3 1 -1 1.0792 1.006 1.033 1.127 1.153 1.5141 1.0179 0.49621 9338700000.0 2069300000.0 0.0 1.079 3.0 11.9 10.14 2433600000.0 1379500000.0 -1.91 1.56 0.71 390.66 210.1 1.358 2670 goodss-16-G141_02670 1.134 1.0
goodss 2680 1 1 1 0.6 -1.0 -1.0 -1.0 -1.0 1.2098 0.67597 0.53387 6201600000.0 2226300000.0 0.0 0.6 1.0 31.59 8.851 357110000.0 1484200000.0 1.42 -99.0 -99.0 -99.0 -99.0 -99.0 2680 goodss-14-G141_02680 0.55815 3.0
goodss 2683 3 1 0 2.6858 2.629 2.642 2.734 2.767 17.072 7.0646 10.007 64813000000.0 41733000000.0 1.0 2.686 3.0 6.068 6.24 33563000000.0 27822000000.0 -1.18 -99.0 -99.0 -99.0 -99.0 -99.0 2683 goodss-05-G141_02683 2.94126 1.0
goodss 2684 3 1 -1 2.6654 2.509 2.571 2.754 2.888 27.064 25.117 1.9473 230430000000.0 8120500000.0 0.0 2.665 3.0 22.7 10.63 6334700000.0 5413700000.0 -1.18 -99.0 -99.0 -99.0 -99.0 -99.0 2684 goodss-05-G141_02684 2.63279 1.0
goodss 2690 3 1 -1 1.0681 1.0 1.028 1.108 1.138 1.2452 0.51042 0.73473 4682700000.0 3063900000.0 1.0 1.068 3.0 6.21 8.316 3153400000.0 2042600000.0 -1.73 4.07 0.9 366.0 91.54 0.966 2690 goodss-14-G141_02690 1.05649 1.0
goodss 2692 3 1 -1 0.8688 0.656 0.739 0.99 1.09 0.53684 0.50465 0.032191 4629800000.0 134240000.0 0.0 0.8688 3.0 12.01 5.645 164390000.0 89493000.0 -2.02 -3.32 1.61 -56929172.22 364403779.89 116970.619 2692 goodss-05-G141_02692 0.6603 3.0
goodss 2706 1 1 1 0.653 -1.0 -1.0 -1.0 -1.0 8.6951 6.8777 1.8174 63098000000.0 7578800000.0 0.0 0.653 1.0 274.9 6.604 5564200000.0 5052600000.0 -1.16 25.56 5.15 128.15 26.33 0.838 2706 goodss-05-G141_02706 0.6545 1.0
goodss 2707 1 1 1 1.295 -1.0 -1.0 -1.0 -1.0 42.479 40.99 1.489 376060000000.0 6209500000.0 0.0 1.295 1.0 221.1 7.142 1244700000.0 4139700000.0 0.88 0.81 1.51 3.21 6.02 0.972 2707 goodss-16-G141_02707 1.17711 2.0
goodss 2710 3 1 -1 2.0745 1.931 2.001 2.159 2.236 4.5206 1.8942 2.6264 17378000000.0 10952000000.0 1.0 2.074 3.0 5.136 10.6 9215300000.0 7301600000.0 -1.32 -99.0 -99.0 -99.0 -99.0 -99.0 2710 goodss-05-G141_02710 2.07099 1.0
goodss 2715 2 1 1 1.7128 1.6771 1.7074 1.9097 1.9201 3.3073 2.4113 0.89602 22122000000.0 3736500000.0 1.0 1.713 2.0 8.778 11.67 729860000.0 2491000000.0 1.38 -99.0 -99.0 -99.0 -99.0 -99.0 2715 goodss-05-G141_02715 1.71285 3.0
goodss 2719 2 1 1 1.0668 0.7548 1.015 1.0693 1.0789 0.64753 0.3329 0.31462 3054200000.0 1312000000.0 1.0 1.067 2.0 4.065 9.925 303910000.0 874690000.0 0.88 3.54 1.26 563.18 233.89 2.506 2719 goodss-05-G141_02719 1.0668 1.0
goodss 2720 3 1 -1 1.5159 1.319 1.384 1.652 1.854 2.0073 0.93031 1.077 8535000000.0 4491100000.0 1.0 1.516 3.0 3.262 7.859 3218700000.0 2994100000.0 -1.14 0.81 1.3 164.46 297.86 1.784 2720 goodss-14-G141_02720 1.51557 1.0
goodss 2722 3 1 -1 2.2808 2.221 2.234 2.325 2.371 14.746 10.281 4.465 94320000000.0 18620000000.0 0.0 2.281 3.0 20.41 6.095 13721000000.0 12413000000.0 -1.08 -99.0 -99.0 -99.0 -99.0 -99.0 2722 goodss-16-G141_02722 2.22683 1.0
goodss 2723 1 1 1 0.84 -1.0 -1.0 -1.0 -1.0 23.803 20.45 3.3532 187610000000.0 13983000000.0 0.0 0.84 1.0 508.7 6.518 6226900000.0 9322100000.0 -0.26 16.73 2.97 45.4 8.16 0.885 2723 goodss-14-G141_02723 0.84504 2.0
goodss 2726 3 1 -1 0.5431 0.189 0.419 0.676 0.775 0.092078 0.026404 0.065674 242240000.0 273870000.0 1.0 0.5431 3.0 1.567 6.6 294090000.0 182580000.0 -1.63 -99.0 -99.0 -99.0 -99.0 -99.0 2726 goodss-05-G141_02726 0.45572 1.0
goodss 2729 3 1 -1 0.5929 0.517 0.561 0.632 0.675 0.75952 0.63268 0.12684 5804400000.0 528930000.0 0.0 0.5929 3.0 30.29 8.319 393830000.0 352620000.0 -1.07 -99.0 -99.0 -99.0 -99.0 -99.0 2729 goodss-05-G141_02729 0.43692 1.0
goodss 2752 3 1 -1 2.4095 2.153 2.275 2.56 2.668 50.287 48.81 1.4778 447800000000.0 6162700000.0 0.0 2.41 3.0 79.62 6.994 2836500000.0 4108500000.0 -0.21 -99.0 -99.0 -99.0 -99.0 -99.0 2752 goodss-14-G141_02752 2.53248 2.0
goodss 2754 2 1 1 0.5527 0.51 0.5278 0.5619 0.5746 0.822 0.58368 0.23832 5354800000.0 993820000.0 0.0 0.5527 2.0 33.15 5.896 860940000.0 662550000.0 -1.61 -99.0 -99.0 -99.0 -99.0 -99.0 2754 goodss-16-G141_02754 0.55271 1.0
goodss 2763 2 1 1 2.5859 2.442 2.555 2.6184 2.7118 30.203 26.772 3.4317 245610000000.0 14311000000.0 0.0 2.586 2.0 29.5 9.932 3207700000.0 9540500000.0 1.05 -99.0 -99.0 -99.0 -99.0 -99.0 2763 goodss-16-G141_02763 2.58587 3.0
goodss 2768 3 1 -1 1.0608 1.003 1.024 1.098 1.127 2.01 1.0015 1.0085 9187900000.0 4205700000.0 0.0 1.061 3.0 12.5 7.681 4897100000.0 2803800000.0 -1.9 3.19 0.84 503.89 166.77 1.657 2768 goodss-14-G141_02768 1.09594 1.0
goodss 2771 3 1 -1 1.6487 1.32 1.483 1.811 1.958 0.92622 -99.0 0.92622 -99.0 3862500000.0 2.0 1.649 3.0 -15.47 6.372 2769600000.0 2575000000.0 -1.14 -99.0 -99.0 -99.0 -99.0 -99.0 2771 00000 -1.0 1.0
goodss 2780 3 1 -1 2.5276 2.432 2.479 2.58 2.61 6.3544 0.47909 5.8753 4395300000.0 24501000000.0 1.0 2.528 3.0 0.6095 7.486 23995000000.0 16334000000.0 -1.59 -99.0 -99.0 -99.0 -99.0 -99.0 2780 goodss-14-G141_02780 2.55196 1.0
goodss 2787 3 1 -1 0.7211 0.666 0.693 0.752 0.77 0.13889 -99.0 0.13889 -99.0 579170000.0 2.0 0.7211 3.0 -6.461 7.625 365160000.0 386110000.0 -0.68 1.34 1.04 138.5 120.61 1.239 2787 goodss-22-G141_02787 0.74107 1.0
goodss 2788 3 1 -1 2.5296 2.081 2.306 2.756 2.965 8.4626 7.8236 0.63903 71776000000.0 2664800000.0 0.0 2.53 3.0 9.905 7.935 1731100000.0 1776600000.0 -0.63 -99.0 -99.0 -99.0 -99.0 -99.0 2788 goodss-14-G141_02788 2.73407 1.0
goodss 2791 3 1 -1 2.9072 2.75 2.815 2.997 3.064 5.4446 -99.0 5.4446 -99.0 22705000000.0 2.0 2.907 3.0 -14.75 6.815 20977000000.0 15137000000.0 -1.43 -99.0 -99.0 -99.0 -99.0 -99.0 2791 goodss-22-G141_02791 3.04912 1.0
goodss 2805 3 1 -1 0.9128 0.863 0.883 0.944 0.97 0.67522 0.20798 0.46724 1908100000.0 1948400000.0 1.0 0.9128 3.0 4.432 6.613 1956100000.0 1299000000.0 -1.67 -99.0 -99.0 -99.0 -99.0 -99.0 2805 goodss-16-G141_02805 -1.0 1.0
goodss 2807 2 1 1 0.6636 0.6199 0.6405 0.6724 0.6934 1.0791 0.74809 0.33105 6863200000.0 1380500000.0 1.0 0.6636 2.0 29.02 46.2 1420400000.0 920360000.0 -1.79 4.1 3.7 260.34 265.76 1.85 2807 goodss-16-G141_02807 0.66363 1.0
goodss 2810 3 1 -1 1.1006 1.017 1.049 1.15 1.183 0.45881 -99.0 0.45881 -99.0 1913300000.0 2.0 1.101 3.0 -12.06 4.551 2243700000.0 1275500000.0 -1.91 1.3 0.82 270.0 190.45 1.014 2810 goodss-16-G141_02810 1.05033 1.0
goodss 2812 3 1 -1 1.8668 1.607 1.7 2.025 2.144 13.801 11.717 2.0841 107500000000.0 8690900000.0 0.0 1.867 3.0 42.3 8.365 5514800000.0 5794000000.0 -0.62 0.94 3.22 95.7 365.49 1.083 2812 goodss-14-G141_02812 1.48308 1.0
goodss 2813 3 1 -1 1.9332 1.623 1.773 2.06 2.112 4.2762 0.98298 3.2932 9018200000.0 13733000000.0 1.0 1.933 3.0 3.268 9.221 15239000000.0 9155500000.0 -1.82 -99.0 -99.0 -99.0 -99.0 -99.0 2813 goodss-05-G141_02813 1.79407 1.0
goodss 2815 3 1 -1 1.1281 0.865 1.019 1.24 1.318 1.9533 1.7548 0.19854 16099000000.0 827920000.0 0.0 1.128 3.0 17.44 8.59 964850000.0 551950000.0 -1.88 1.67 0.65 1.4444009600567747e+55 2.4883088260819534e+257 1.4655989437464166e+53 2815 goodss-14-G141_02815 1.13187 1.0
goodss 2822 3 1 -1 2.2638 2.162 2.2 2.332 2.382 7.2838 2.0026 5.2812 18373000000.0 22023000000.0 1.0 2.264 3.0 4.075 9.221 22854000000.0 14682000000.0 -1.72 -99.0 -99.0 -99.0 -99.0 -99.0 2822 goodss-13-G141_02822 2.13616 1.0
goodss 2835 3 1 -1 2.6307 2.559 2.583 2.683 2.7 16.084 10.584 5.5008 97097000000.0 22939000000.0 0.0 2.631 3.0 10.41 8.045 20671000000.0 15293000000.0 -1.41 -99.0 -99.0 -99.0 -99.0 -99.0 2835 goodss-05-G141_02835 2.69322 1.0
goodss 2837 3 1 -1 0.8111 0.703 0.74 0.866 0.893 0.074217 -99.0 0.074217 -99.0 309490000.0 2.0 0.8111 3.0 -5.189 10.04 35131000.0 206330000.0 2.21 2.61 1.07 264.3 123.61 1.224 2837 goodss-22-G141_02837 0.83675 3.0
goodss 2841 1 1 1 0.964 -1.0 -1.0 -1.0 -1.0 2.8555 0.65117 2.2043 5974000000.0 9192300000.0 1.0 0.964 1.0 11.66 26.37 1189500000.0 6128200000.0 2.15 1.7 2.58 1.64 2.49 1.007 2841 goodss-05-G141_02841 0.96011 3.0
goodss 2845 3 1 -1 1.3826 1.221 1.293 1.474 1.557 0.78665 0.19621 0.59045 1800100000.0 2462200000.0 1.0 1.383 3.0 0.8074 9.191 2518200000.0 1641500000.0 -1.67 1.31 0.57 495.7 312.43 1.511 2845 goodss-14-G141_02845 1.24903 1.0
goodss 2856 2 1 1 1.1501 1.1459 1.148 1.1523 1.1547 2.6525 1.7072 0.94533 15662000000.0 3942200000.0 0.0 1.15 2.0 15.82 9.912 3231800000.0 2628100000.0 -1.38 3.22 0.58 150.31 28.11 0.901 2856 goodss-16-G141_02856 1.15007 1.0
goodss 2861 3 1 -1 0.8293 0.345 0.618 1.307 4.645 0.047425 -99.0 0.047425 -99.0 197770000.0 2.0 0.8293 3.0 -0.7826 6.957 191430000.0 131850000.0 -1.77 2.51 0.68 3.093280140831289e+270 inf 5.492969533855817e+278 2861 goodss-14-G141_02861 0.93189 1.0
goodss 2871 3 1 -1 2.5694 2.374 2.493 2.651 2.692 2.7058 -99.0 2.7058 -99.0 11284000000.0 2.0 2.569 3.0 -5.305 6.812 11700000000.0 7522500000.0 -1.72 -99.0 -99.0 -99.0 -99.0 -99.0 2871 goodss-05-G141_02871 2.63642 1.0
goodss 2873 3 1 -1 0.7801 0.453 0.665 0.918 1.043 0.081607 0.025444 0.056163 233430000.0 234210000.0 1.0 0.7801 3.0 0.7017 5.348 138890000.0 156140000.0 -0.76 -99.0 -99.0 -99.0 -99.0 -99.0 2873 goodss-14-G141_02873 0.604 1.0
goodss 2874 3 1 0 1.0231 0.978 0.99 1.054 1.104 4.3274 3.0162 1.3112 27671000000.0 5468100000.0 0.0 1.023 3.0 43.36 7.423 4445400000.0 3645400000.0 -1.15 -99.0 -99.0 -99.0 -99.0 -99.0 2874 00000 -1.0 1.0
goodss 2875 3 1 -1 1.1309 0.924 1.045 1.224 1.307 1.3795 1.1571 0.22238 10615000000.0 927380000.0 0.0 1.131 3.0 11.39 7.681 998730000.0 618250000.0 -1.82 1.63 0.62 642.63 370.88 1.336 2875 goodss-14-G141_02875 1.24678 1.0
goodss 2876 2 1 1 1.0432 1.0388 1.0407 1.0446 1.0465 3.1989 0.79963 2.3993 7336000000.0 10005000000.0 0.0 1.043 2.0 10.67 9.872 10637000000.0 6670200000.0 -1.73 13.47 1.22 999.21 130.13 1.89 2876 goodss-22-G141_02876 1.04316 1.0
goodss 2886 3 1 -1 1.2716 1.06 1.155 1.381 1.674 0.7479 -99.0 0.7479 -99.0 3118900000.0 2.0 1.272 3.0 -4.921 9.37 3550400000.0 2079200000.0 -1.87 0.62 0.95 81248.21 1.0929046758937726e+17 142661.607 2886 goodss-05-G141_02886 1.37619 1.0
goodss 2890 3 1 -1 2.2437 1.999 2.074 2.424 2.76 7.8833 7.6395 0.24383 70087000000.0 1016800000.0 0.0 2.244 3.0 16.02 7.674 231920000.0 677880000.0 0.99 -99.0 -99.0 -99.0 -99.0 -99.0 2890 goodss-16-G141_02890 2.43666 3.0
goodss 2912 3 1 -1 2.405 2.022 2.269 2.554 2.681 0.85641 -99.0 0.85641 -99.0 3571400000.0 2.0 2.405 3.0 -8.365 9.823 3912500000.0 2380900000.0 -1.78 -99.0 -99.0 -99.0 -99.0 -99.0 2912 goodss-22-G141_02912 2.5131 1.0
goodss 2917 2 1 1 0.9309 0.9105 0.9223 0.9453 0.96 12.964 11.461 1.5039 105140000000.0 6271500000.0 0.0 0.9309 2.0 230.2 25.24 4420800000.0 4181000000.0 -1.13 5.08 5.84 30.72 35.39 0.964 2917 goodss-05-G141_02917 0.93093 2.0
goodss 2919 1 1 1 0.679 -1.0 -1.0 -1.0 -1.0 1.8382 0.49906 1.3392 4578500000.0 5584600000.0 0.0 0.679 1.0 18.52 11.94 5174000000.0 3723100000.0 -1.53 21.28 2.12 333.35 38.96 0.969 2919 goodss-16-G141_02919 0.68624 1.0
goodss 2923 3 1 -1 2.262 2.149 2.19 2.358 2.412 5.999 1.2329 4.7661 11311000000.0 19875000000.0 1.0 2.262 3.0 2.516 10.31 23700000000.0 13250000000.0 -1.92 -99.0 -99.0 -99.0 -99.0 -99.0 2923 goodss-05-G141_02923 2.41781 1.0
goodss 2924 2 1 1 1.7319 1.603 1.7165 1.8508 1.9042 9.0211 2.5262 6.495 23176000000.0 27085000000.0 0.0 1.732 2.0 9.334 9.089 29425000000.0 18057000000.0 -1.79 -99.0 -99.0 -99.0 -99.0 -99.0 2924 goodss-05-G141_02924 1.73191 1.0
goodss 2929 3 1 -1 0.5765 0.444 0.501 0.673 4.459 0.017245 -99.0 0.017245 -99.0 71916000.0 2.0 0.5765 3.0 -3.005 8.53 39953000.0 47944000.0 -0.65 4.58 2.46 inf nan 1.0 2929 goodss-14-G141_02929 0.67113 3.0
goodss 2930 3 1 -1 2.4251 2.329 2.365 2.486 2.537 20.07 16.132 3.9377 148000000000.0 16421000000.0 0.0 2.425 3.0 25.59 9.317 19153000000.0 10947000000.0 -1.85 -99.0 -99.0 -99.0 -99.0 -99.0 2930 goodss-14-G141_02930 0.32843 1.0
goodss 2931 3 1 -1 0.6637 0.622 0.64 0.688 0.702 0.17793 -99.0 0.17793 -99.0 742000000.0 2.0 0.6637 3.0 -2.888 7.083 778300000.0 494660000.0 -1.82 -99.0 -99.0 -99.0 -99.0 -99.0 2931 goodss-05-G141_02931 0.66363 1.0
goodss 2934 3 1 -1 2.6719 2.595 2.628 2.726 2.758 4.8881 -99.0 4.8881 -99.0 20384000000.0 2.0 2.672 3.0 -9.529 5.572 19160000000.0 13589000000.0 -1.45 -99.0 -99.0 -99.0 -99.0 -99.0 2934 goodss-16-G141_02934 2.67113 1.0
goodss 2937 3 1 -1 1.6842 1.35 1.46 1.923 2.082 4.7124 4.1492 0.56319 38066000000.0 2348600000.0 0.0 1.684 3.0 14.76 9.495 2449700000.0 1565700000.0 -1.73 2.35 0.65 8934.4 21506.21 9.919 2937 goodss-14-G141_02937 1.47688 1.0
