# field phot_id z_best_s use_phot use_zgrism z_best z_best_l95 z_best_l68 z_best_u68 z_best_u95 sfr sfr_IR sfr_UV L_IR L_UV flag z_sfr z_type f24tot ef24tot L_1600 L_2800 beta Ha_FLUX Ha_FLUX_ERR Ha_EQW Ha_EQW_ERR number grism_id z_max_grism uvj
# Author: I. Momcheva (Sat Oct  3 21:18:14 2015)
cosmos 917 3 1 0 0.9435 0.885 0.906 0.988 1.018 0.80924 -99.0 0.80924 -99.0 3374600000.0 2.0 0.9435 3.0 -12.47 28.23 3961700000.0 2249800000.0 -1.95 -99.0 -99.0 -99.0 -99.0 917 00000 -1.0 1.0
cosmos 939 3 1 0 0.9357 0.846 0.898 0.98 1.011 0.4214 -99.0 0.4214 -99.0 1757300000.0 2.0 0.9357 3.0 -39.99 16.74 1966200000.0 1171500000.0 -1.89 -99.0 -99.0 -99.0 -99.0 939 00000 -1.0 1.0
cosmos 996 3 1 0 0.5804 0.465 0.51 0.646 0.68 0.032327 -99.0 0.032327 -99.0 134810000.0 2.0 0.5804 3.0 -8.524 26.08 79097000.0 89873000.0 -1.19 -99.0 -99.0 -99.0 -99.0 996 00000 -1.0 1.0
cosmos 1020 3 1 0 1.8995 1.728 1.8 1.997 2.077 0.71595 -99.0 0.71595 -99.0 2985600000.0 2.0 1.899 3.0 -52.48 29.27 3342800000.0 1990400000.0 -1.85 -99.0 -99.0 -99.0 -99.0 1020 00000 -1.0 1.0
cosmos 1040 3 1 0 2.3926 1.525 2.004 2.697 2.81 42.679 42.259 0.41979 387700000000.0 1750600000.0 0.0 2.393 3.0 71.06 28.4 781600000.0 1167000000.0 -0.4 -99.0 -99.0 -99.0 -99.0 1040 00000 -1.0 2.0
cosmos 1041 3 1 0 1.4667 1.355 1.402 1.527 1.638 1.6067 -99.0 1.6067 -99.0 6700100000.0 2.0 1.467 3.0 -23.02 18.88 7759200000.0 4466700000.0 -1.89 -99.0 -99.0 -99.0 -99.0 1041 00000 -1.0 1.0
cosmos 1129 3 1 0 2.4544 2.012 2.169 2.809 3.069 9.6081 9.221 0.38706 84596000000.0 1614100000.0 1.0 2.454 3.0 13.82 26.53 550680000.0 1076100000.0 -0.09 -99.0 -99.0 -99.0 -99.0 1129 00000 -1.0 3.0
cosmos 1168 3 1 0 1.2599 1.101 1.196 1.326 1.378 6.9152 6.0234 0.89183 55260000000.0 3719100000.0 0.0 1.26 3.0 37.12 32.27 4233800000.0 2479400000.0 -1.86 -99.0 -99.0 -99.0 -99.0 1168 00000 -1.0 1.0
cosmos 1181 3 1 0 0.8142 0.755 0.777 0.851 0.89 0.12357 -99.0 0.12357 -99.0 515310000.0 2.0 0.8142 3.0 -1.638 19.48 437490000.0 343540000.0 -1.4 -99.0 -99.0 -99.0 -99.0 1181 00000 -1.0 1.0
cosmos 1187 3 1 0 0.9995 0.629 0.778 1.294 1.809 0.27967 0.26646 0.013212 2444600000.0 55095000.0 1.0 0.9995 3.0 4.188 30.4 30587000.0 36730000.0 -0.41 -99.0 -99.0 -99.0 -99.0 1187 00000 -1.0 3.0
cosmos 1192 3 1 0 1.2298 0.71 0.787 1.64 1.994 7.8496 7.6998 0.14978 70641000000.0 624610000.0 0.0 1.23 3.0 53.28 26.35 642420000.0 416400000.0 -1.77 -99.0 -99.0 -99.0 -99.0 1192 00000 -1.0 1.0
cosmos 1249 3 1 0 2.1452 1.873 1.919 2.391 2.549 11.465 8.791 2.6735 80651000000.0 11149000000.0 1.0 2.145 3.0 21.46 28.0 13317000000.0 7432700000.0 -1.91 -99.0 -99.0 -99.0 -99.0 1249 00000 -1.0 1.0
cosmos 1296 3 1 0 0.7948 0.724 0.761 0.829 0.849 1.0951 0.86233 0.23275 7911300000.0 970590000.0 0.0 0.7948 3.0 23.02 17.8 1020900000.0 647060000.0 -1.73 -99.0 -99.0 -99.0 -99.0 1296 00000 -1.0 1.0
cosmos 1297 3 1 0 0.8553 0.658 0.757 0.945 0.995 1.1335 1.1059 0.02754 10146000000.0 114850000.0 1.0 0.8553 3.0 26.99 35.6 57993000.0 76564000.0 -0.27 -99.0 -99.0 -99.0 -99.0 1297 cosmos-14-G141_01297 0.6056 3.0
cosmos 1299 3 1 0 0.9145 0.796 0.858 0.972 1.01 0.51234 0.32159 0.19075 2950400000.0 795460000.0 1.0 0.9145 3.0 6.815 21.9 891620000.0 530310000.0 -1.88 1.43 0.95 316916.54 1.087233321571711e+118 1299 cosmos-14-G141_01299 0.90599 1.0
cosmos 1302 3 1 0 2.4731 1.892 2.357 2.608 2.687 1.0717 -99.0 1.0717 -99.0 4469300000.0 2.0 2.473 3.0 -24.56 26.73 4755400000.0 2979600000.0 -1.77 -99.0 -99.0 -99.0 -99.0 1302 00000 -1.0 1.0
