# field phot_id z_best_s use_phot use_zgrism z_best z_best_l95 z_best_l68 z_best_u68 z_best_u95 sfr sfr_IR sfr_UV L_IR L_UV flag z_sfr z_type f24tot ef24tot L_1600 L_2800 beta Ha_FLUX Ha_FLUX_ERR Ha_EQW Ha_EQW_ERR number grism_id z_max_grism uvj
# Author: I. Momcheva (Sat Oct  3 21:18:14 2015)
uds 552 3 1 0 2.2508 1.91 2.131 2.362 2.435 13.045 10.812 2.2324 99194000000.0 9309500000.0 0.0 2.251 3.0 22.43 21.84 11093000000.0 6206400000.0 -1.92 -99.0 -99.0 -99.0 -99.0 552 00000 -1.0 1.0
uds 570 3 1 0 2.2664 2.006 2.102 2.43 2.756 218.56 217.11 1.4491 1991800000000.0 6043000000.0 0.0 2.266 3.0 440.5 25.89 1205600000.0 4028700000.0 1.14 -99.0 -99.0 -99.0 -99.0 570 00000 -1.0 2.0
uds 585 3 1 0 1.6557 1.075 1.443 1.853 1.997 10.246 9.2071 1.0388 84469000000.0 4331900000.0 0.0 1.656 3.0 32.03 19.2 3837600000.0 2887900000.0 -1.51 -99.0 -99.0 -99.0 -99.0 585 00000 -1.0 1.0
uds 587 3 1 0 1.7628 1.321 1.543 1.98 2.15 0.49388 -99.0 0.49388 -99.0 2059600000.0 2.0 1.763 3.0 -18.71 27.15 1504000000.0 1373000000.0 -1.1 -99.0 -99.0 -99.0 -99.0 587 00000 -1.0 1.0
uds 607 3 1 0 1.8655 1.649 1.76 1.975 2.051 32.56 28.67 3.8906 263020000000.0 16225000000.0 0.0 1.865 3.0 103.7 25.47 17354000000.0 10816000000.0 -1.76 -99.0 -99.0 -99.0 -99.0 607 00000 -1.0 1.0
uds 609 3 1 0 1.7289 1.47 1.576 1.874 2.008 1.2599 -99.0 1.2599 -99.0 5253800000.0 2.0 1.729 3.0 -39.35 27.18 5085900000.0 3502500000.0 -1.58 -99.0 -99.0 -99.0 -99.0 609 00000 -1.0 1.0
uds 627 3 1 0 1.6976 1.441 1.574 1.83 2.016 1.0851 -99.0 1.0851 -99.0 4525000000.0 2.0 1.698 3.0 -10.41 19.82 4738100000.0 3016700000.0 -1.71 -99.0 -99.0 -99.0 -99.0 627 00000 -1.0 1.0
uds 661 3 1 0 1.8948 1.624 1.76 2.034 2.113 4.3747 1.1639 3.2108 10678000000.0 13389000000.0 1.0 1.895 3.0 4.073 29.37 14075000000.0 8926300000.0 -1.72 -99.0 -99.0 -99.0 -99.0 661 00000 -1.0 1.0
uds 669 3 1 0 1.3605 1.167 1.221 1.485 1.789 1.9735 0.50801 1.4655 4660600000.0 6111300000.0 1.0 1.36 3.0 2.212 18.21 7731500000.0 4074200000.0 -2.09 -99.0 -99.0 -99.0 -99.0 669 00000 -1.0 1.0
uds 710 3 1 0 0.9391 0.747 0.83 1.044 1.176 4.6411 4.3717 0.26939 40107000000.0 1123400000.0 0.0 0.9391 3.0 85.49 26.95 1180600000.0 748940000.0 -1.72 -99.0 -99.0 -99.0 -99.0 710 00000 -1.0 1.0
uds 714 3 1 0 1.7028 1.428 1.572 1.835 2.007 3.8859 3.1648 0.72106 29035000000.0 3006900000.0 1.0 1.703 3.0 11.43 21.97 3085400000.0 2004600000.0 -1.72 -99.0 -99.0 -99.0 -99.0 714 00000 -1.0 1.0
uds 720 3 1 0 1.3548 1.089 1.209 1.496 1.736 1.0685 0.81785 0.25062 7503200000.0 1045100000.0 1.0 1.355 3.0 3.612 22.71 1108100000.0 696760000.0 -1.82 -99.0 -99.0 -99.0 -99.0 720 00000 -1.0 2.0
uds 761 3 1 0 1.5601 1.266 1.336 1.661 1.696 10.425 9.5338 0.89118 87466000000.0 3716400000.0 0.0 1.56 3.0 32.51 25.52 328780000.0 2477600000.0 2.52 -99.0 -99.0 -99.0 -99.0 761 00000 -1.0 3.0
uds 771 3 1 0 0.6981 0.142 0.449 0.903 0.996 0.26157 0.22949 0.032081 2105400000.0 133780000.0 1.0 0.6981 3.0 8.04 22.3 51901000.0 89188000.0 0.36 -99.0 -99.0 -99.0 -99.0 771 00000 -1.0 1.0
uds 776 3 1 0 1.7633 1.431 1.598 1.944 2.116 1.0444 -99.0 1.0444 -99.0 4355300000.0 2.0 1.763 3.0 -62.19 25.84 4388100000.0 2903500000.0 -1.64 -99.0 -99.0 -99.0 -99.0 776 00000 -1.0 1.0
