# field phot_id z_best_s use_phot use_zgrism z_best z_best_l95 z_best_l68 z_best_u68 z_best_u95 sfr sfr_IR sfr_UV L_IR L_UV flag z_sfr z_type f24tot ef24tot L_1600 L_2800 beta Ha_FLUX Ha_FLUX_ERR Ha_EQW Ha_EQW_ERR number grism_id z_max_grism
# Author: I. Momcheva (Sat Oct  3 21:18:14 2015)
cosmos 24119 3 1 0 0.9023 0.824 0.857 0.946 0.995 0.058511 -99.0 0.058511 -99.0 244000000.0 2.0 0.9023 3.0 -18.05 21.06 81330000.0 162670000.0 0.16 2.0 1.14 201.43 124.28 24119 cosmos-15-G141_24119 0.93576
cosmos 31778 3 1 0 0.6866 0.534 0.639 0.738 0.837 0.044545 -99.0 0.044545 -99.0 185760000.0 2.0 0.6866 3.0 -11.54 20.32 67510000.0 123840000.0 0.09 -99.0 -99.0 -99.0 -99.0 31778 00000 -1.0
cosmos 27488 2 1 1 0.6628 0.4958 0.634 0.6903 0.7973 0.16375 0.09928 0.064473 910830000.0 268860000.0 1.0 0.6628 2.0 3.86 26.54 42432000.0 179240000.0 1.72 3.65 2.82 224.76 182.14 27488 cosmos-11-G141_27488 0.6628
cosmos 21323 3 1 0 0.583 0.547 0.561 0.604 0.618 0.14941 -99.0 0.14941 -99.0 623070000.0 2.0 0.583 3.0 -2.914 26.6 347070000.0 415380000.0 -0.59 13.52 1.25 5689220605.36 10043864629.4 21323 cosmos-16-G141_21323 0.90599
cosmos 27829 3 1 0 0.7132 0.671 0.688 0.739 0.754 0.070711 -99.0 0.070711 -99.0 294880000.0 2.0 0.7132 3.0 -36.92 17.99 113010000.0 196580000.0 0.26 -99.0 -99.0 -99.0 -99.0 27829 00000 -1.0
cosmos 15058 2 1 1 0.7507 0.7243 0.7324 0.7577 0.77 0.52553 -99.0 0.52553 -99.0 2191500000.0 2.0 0.7507 2.0 -4.786 22.73 1073500000.0 1461000000.0 -0.43 0.46 1.08 4.09 9.48 15058 cosmos-10-G141_15058 0.75067
cosmos 13525 2 1 1 0.7083 0.6868 0.6972 0.7118 0.7182 0.14001 -99.0 0.14001 -99.0 583850000.0 2.0 0.7083 2.0 -31.63 21.75 147310000.0 389230000.0 0.27 3.89 2.41 60.21 38.88 13525 cosmos-04-G141_13525 0.7083
cosmos 31295 3 1 0 0.675 0.64 0.655 0.697 0.702 0.47217 0.47217 -3.561e-08 4331900000.0 -99.0 0.0 0.675 3.0 17.73 16.37 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 -99.0 31295 00000 -1.0
cosmos 4759 2 1 1 0.6193 0.593 0.6072 0.6233 0.6286 0.15551 -99.0 0.15551 -99.0 648520000.0 2.0 0.6193 2.0 -14.62 22.3 266200000.0 432350000.0 -0.08 10.37 11.81 80.96 91.77 4759 cosmos-06-G141_04759 0.61931
cosmos 974 3 1 0 0.6867 0.654 0.664 0.71 0.719 0.24305 -99.0 0.24305 -99.0 1013500000.0 2.0 0.6867 3.0 -41.81 22.05 159260000.0 675690000.0 1.77 -99.0 -99.0 -99.0 -99.0 974 00000 -1.0
