# field phot_id z_best_s use_phot use_zgrism z_best z_best_l95 z_best_l68 z_best_u68 z_best_u95 sfr sfr_IR sfr_UV L_IR L_UV flag z_sfr z_type f24tot ef24tot L_1600 L_2800 beta Ha_FLUX Ha_FLUX_ERR Ha_EQW Ha_EQW_ERR Ha_SCALE number grism_id z_max_grism uvj
# Author: I. Momcheva (Sat Oct  3 21:18:14 2015)
goodsn 17669 3 1 -1 1.3324 0.879 1.097 1.562 1.853 2.2957 2.0682 0.22756 18974000000.0 948940000.0 1.0 1.332 3.0 9.793 14.19 1026500000.0 632630000.0 -1.85 -99.0 -99.0 -99.0 -99.0 -99.0 17669 00000 -1.0 1.0
goodsn 17670 3 1 -1 0.9764 0.788 0.885 1.077 1.14 0.31194 -99.0 0.31194 -99.0 1300800000.0 2.0 0.9764 3.0 -7.77 9.671 1499000000.0 867220000.0 -1.86 2.42 0.95 678.83 434.32 1.41 17670 goodsn-24-G141_17670 0.94352 1.0
goodsn 17678 3 1 0 1.6031 1.501 1.544 1.663 1.714 19.643 14.83 4.8137 136050000000.0 20074000000.0 0.0 1.603 3.0 50.2 11.65 4942000000.0 13383000000.0 0.67 -99.0 -99.0 -99.0 -99.0 -99.0 17678 00000 -1.0 3.0
goodsn 17680 2 1 1 1.5987 1.4115 1.4527 1.63 1.7021 6.0281 4.505 1.5231 41330000000.0 6351400000.0 0.0 1.599 2.0 15.25 9.049 4527900000.0 4234300000.0 -1.13 -99.0 -99.0 -99.0 -99.0 -99.0 17680 goodsn-12-G141_17680 1.59867 1.0
goodsn 17690 2 1 1 1.9125 1.9032 1.9081 1.9165 1.9256 102.43 86.086 16.34 789780000000.0 68141000000.0 0.0 1.912 2.0 294.8 8.977 51838000000.0 45428000000.0 -1.2 -99.0 -99.0 -99.0 -99.0 -99.0 17690 goodsn-46-G141_17690 1.91247 1.0
goodsn 17694 1 1 1 1.021 -1.0 -1.0 -1.0 -1.0 36.435 34.168 2.2674 313460000000.0 9455300000.0 0.0 1.021 1.0 494.8 9.985 5931500000.0 6303500000.0 -0.74 17.56 1.33 112.46 9.16 0.942 17694 goodsn-46-G141_17694 1.01375 2.0
goodsn 17699 3 1 0 0.9064 0.799 0.846 0.965 1.01 2.2765 0.87686 1.3997 8044600000.0 5836800000.0 0.0 0.9064 3.0 19.02 9.796 6679400000.0 3891200000.0 -1.83 -99.0 -99.0 -99.0 -99.0 -99.0 17699 00000 -1.0 1.0
goodsn 17701 3 1 -1 0.9702 0.846 0.906 1.037 1.099 1.1408 0.54815 0.59262 5028900000.0 2471300000.0 1.0 0.9702 3.0 9.601 14.07 2944400000.0 1647500000.0 -1.94 5.41 0.85 1208.91 333.26 1.347 17701 goodsn-46-G141_17701 1.1223 1.0
goodsn 17702 1 1 1 0.5101 -1.0 -1.0 -1.0 -1.0 0.51798 0.074503 0.44348 683510000.0 1849400000.0 1.0 0.5101 1.0 5.186 8.633 1985200000.0 1232900000.0 -1.71 -99.0 -99.0 -99.0 -99.0 -99.0 17702 goodsn-46-G141_17702 0.50908 1.0
goodsn 17704 3 1 -1 2.3988 2.264 2.331 2.468 2.516 5.0608 -99.0 5.0608 -99.0 21104000000.0 2.0 2.399 3.0 -6.197 9.925 23473000000.0 14069000000.0 -1.8 -99.0 -99.0 -99.0 -99.0 -99.0 17704 goodsn-46-G141_17704 2.46773 1.0
goodsn 17705 3 1 -1 1.3208 1.053 1.203 1.436 1.55 0.45501 -99.0 0.45501 -99.0 1897500000.0 2.0 1.321 3.0 -3.543 8.021 2120400000.0 1265000000.0 -1.85 -99.0 -99.0 -99.0 -99.0 -99.0 17705 00000 -1.0 1.0
goodsn 17708 2 1 1 0.5519 0.4165 0.4898 0.5773 0.7055 0.3113 0.074206 0.23709 680790000.0 988700000.0 1.0 0.5519 2.0 4.23 9.77 1114800000.0 659140000.0 -1.88 -99.0 -99.0 -99.0 -99.0 -99.0 17708 goodsn-35-G141_17708 0.55193 1.0
goodsn 17712 3 1 -1 1.2086 1.051 1.093 1.318 1.377 2.164 1.2747 0.88929 11695000000.0 3708500000.0 1.0 1.209 3.0 9.568 10.07 4394000000.0 2472300000.0 -1.92 2.25 0.63 1126.18 706.51 2.211 17712 goodsn-35-G141_17712 1.24454 1.0
goodsn 17715 3 1 -1 1.0312 0.37 0.732 1.271 1.441 1.0433 0.9699 0.073448 8898200000.0 306290000.0 0.0 1.031 3.0 13.54 9.086 345720000.0 204190000.0 -1.87 -99.0 -99.0 -99.0 -99.0 -99.0 17715 00000 -1.0 1.0
goodsn 17721 3 1 -1 0.5379 0.182 0.429 0.686 0.762 0.023447 -99.0 0.023447 -99.0 97776000.0 2.0 0.5379 3.0 -12.87 6.442 44050000.0 65184000.0 0.13 1.46 1.01 inf inf 1.0 17721 goodsn-35-G141_17721 0.70745 1.0
goodsn 17727 3 1 -1 0.6706 0.589 0.626 0.713 0.744 0.20488 -99.0 0.20488 -99.0 854380000.0 2.0 0.6706 3.0 -5.143 7.469 949470000.0 569590000.0 -1.92 3.25 1.02 394.6 158.67 1.476 17727 goodsn-24-G141_17727 0.69469 1.0
goodsn 17733 3 1 -1 1.7666 1.497 1.61 1.913 2.033 24.066 23.682 0.38374 217260000000.0 1600200000.0 0.0 1.767 3.0 89.14 16.13 604660000.0 1066800000.0 -0.15 -99.0 -99.0 -99.0 -99.0 -99.0 17733 00000 -1.0 2.0
goodsn 17735 2 1 1 1.6818 1.6662 1.6731 1.683 1.6885 8.1238 4.1221 4.0016 37818000000.0 16687000000.0 0.0 1.682 2.0 14.64 7.185 4577200000.0 11125000000.0 0.28 -99.0 -99.0 -99.0 -99.0 -99.0 17735 goodsn-13-G141_17735 1.68183 3.0
goodsn 17736 3 1 -1 1.0765 0.691 0.822 1.34 1.58 2.9413 2.8041 0.13725 25726000000.0 572350000.0 0.0 1.077 3.0 33.02 14.37 636210000.0 381570000.0 -1.88 -99.0 -99.0 -99.0 -99.0 -99.0 17736 00000 -1.0 1.0
goodsn 17740 3 1 -1 1.3494 1.019 1.22 1.492 1.655 1.0295 0.61112 0.41837 5606600000.0 1744700000.0 1.0 1.349 3.0 2.746 7.724 1799800000.0 1163100000.0 -1.73 2.06 0.44 575.98 172.02 1.039 17740 goodsn-13-G141_17740 1.36434 1.0
goodsn 17741 3 1 0 0.9076 0.828 0.868 0.948 0.977 1.4079 0.76877 0.63914 7052900000.0 2665300000.0 0.0 0.9076 3.0 16.62 14.67 2748000000.0 1776900000.0 -1.64 -99.0 -99.0 -99.0 -99.0 -99.0 17741 00000 -1.0 1.0
goodsn 17746 1 1 1 1.099 -1.0 -1.0 -1.0 -1.0 1.7244 1.2588 0.46559 11549000000.0 1941600000.0 0.0 1.099 1.0 13.74 9.843 344190000.0 1294400000.0 0.92 1.14 0.54 8.47 3.99 1.104 17746 goodsn-13-G141_17746 1.14685 3.0
goodsn 17748 3 1 -1 2.2078 2.076 2.135 2.283 2.345 8.7029 5.2947 3.4082 48575000000.0 14213000000.0 0.0 2.208 3.0 11.74 8.963 12176000000.0 9475200000.0 -1.33 -99.0 -99.0 -99.0 -99.0 -99.0 17748 goodsn-34-G141_17748 2.23652 1.0
goodsn 17749 3 1 -1 2.2929 2.072 2.175 2.412 2.507 4.0068 2.2544 1.7525 20682000000.0 7308000000.0 1.0 2.293 3.0 4.399 8.335 5300900000.0 4872000000.0 -1.05 -99.0 -99.0 -99.0 -99.0 -99.0 17749 goodsn-23-G141_17749 2.19153 1.0
goodsn 17751 3 1 0 1.9098 1.585 1.755 2.069 2.174 7.9435 4.2893 3.6542 39351000000.0 15239000000.0 0.0 1.91 3.0 14.73 12.92 13844000000.0 10159000000.0 -1.51 -99.0 -99.0 -99.0 -99.0 -99.0 17751 00000 -1.0 1.0
goodsn 17755 3 1 -1 1.1898 0.95 1.083 1.296 1.365 0.24873 -99.0 0.24873 -99.0 1037200000.0 2.0 1.19 3.0 -4.531 5.688 1180500000.0 691480000.0 -1.89 -99.0 -99.0 -99.0 -99.0 -99.0 17755 00000 -1.0 1.0
goodsn 17760 2 1 1 1.3584 1.3507 1.354 1.3595 1.3617 5.1264 3.0855 2.0409 28308000000.0 8510800000.0 0.0 1.358 2.0 13.51 8.478 8443900000.0 5673900000.0 -1.61 4.11 0.76 307.85 69.75 0.919 17760 goodsn-24-G141_17760 1.35844 1.0
goodsn 17765 3 1 -1 0.6684 0.507 0.558 0.838 1.035 0.34725 0.23465 0.11261 2152700000.0 469590000.0 1.0 0.6684 3.0 8.98 12.16 499700000.0 313060000.0 -1.75 2.9 0.52 336.65 77.13 1.677 17765 goodsn-46-G141_17765 1.02284 2.0
goodsn 17769 3 1 -1 1.6502 1.408 1.541 1.767 1.851 0.7151 -99.0 0.7151 -99.0 2982100000.0 2.0 1.65 3.0 -6.521 10.13 3046500000.0 1988100000.0 -1.71 -0.11 0.47 -30.59 129.53 0.776 17769 goodsn-34-G141_17769 1.50177 1.0
goodsn 17773 3 1 -1 0.8172 0.573 0.71 0.944 1.056 0.20788 0.050652 0.15723 464690000.0 655660000.0 1.0 0.8172 3.0 1.299 8.656 633080000.0 437110000.0 -1.66 1.66 0.77 409.78 266.79 1.209 17773 goodsn-24-G141_17773 0.83951 1.0
goodsn 17782 1 1 0 0.5127 -1.0 -1.0 -1.0 -1.0 0.73943 0.29996 0.43947 2752000000.0 1832600000.0 0.0 0.5127 1.0 20.61 11.05 2118600000.0 1221800000.0 -1.97 -99.0 -99.0 -99.0 -99.0 -99.0 17782 goodsn-35-G141_17782 0.53265 1.0
goodsn 17784 1 1 1 0.534 -1.0 -1.0 -1.0 -1.0 7.4914 4.8731 2.6182 44708000000.0 10918000000.0 0.0 0.534 1.0 301.8 7.017 7882200000.0 7278900000.0 -1.32 -99.0 -99.0 -99.0 -99.0 -99.0 17784 goodsn-13-G141_17784 0.53112 1.0
goodsn 17785 2 1 1 0.6653 0.6073 0.6451 0.7627 0.8107 0.58343 0.15282 0.43061 1402100000.0 1795700000.0 1.0 0.6653 2.0 5.9 10.32 1856900000.0 1197100000.0 -1.77 1.03 2.4 30.57 71.33 1.12 17785 goodsn-13-G141_17785 0.66529 1.0
goodsn 17792 2 1 1 0.682 0.6052 0.6696 0.7066 0.7312 0.90292 0.75823 0.14469 6956200000.0 603400000.0 0.0 0.682 2.0 27.89 20.13 445550000.0 402260000.0 -1.36 2.1 1.62 59.52 47.01 0.647 17792 goodsn-24-G141_17792 0.68203 1.0
goodsn 17799 3 1 -1 0.8181 0.745 0.781 0.858 0.91 0.4941 0.20633 0.28776 1893000000.0 1200000000.0 1.0 0.8181 3.0 5.285 9.089 1277300000.0 800010000.0 -1.85 4.87 0.67 938.89 246.54 1.831 17799 goodsn-34-G141_17799 0.85707 1.0
goodsn 17801 3 1 -1 1.7447 1.328 1.512 1.972 2.115 0.35196 -99.0 0.35196 -99.0 1467700000.0 2.0 1.745 3.0 -2.577 6.61 1514800000.0 978470000.0 -1.72 0.09 0.34 318.76 5728.8 22.756 17801 goodsn-123-G141_17801 1.4893 1.0
goodsn 17802 3 1 -1 2.6232 2.496 2.536 2.715 2.768 11.097 5.3644 5.7328 49215000000.0 23907000000.0 1.0 2.623 3.0 5.384 7.661 20176000000.0 15938000000.0 -1.3 -99.0 -99.0 -99.0 -99.0 -99.0 17802 goodsn-34-G141_17802 2.60024 1.0
goodsn 17806 3 1 -1 0.8446 0.195 0.432 1.133 1.612 1.4388 1.259 0.1798 11551000000.0 749800000.0 0.0 0.8446 3.0 31.14 6.266 745660000.0 499870000.0 -1.46 2.03 0.59 1256.34 887.01 2.626 17806 goodsn-24-G141_17806 1.03603 1.0
goodsn 17807 3 1 -1 0.6312 0.55 0.59 0.677 0.718 0.18169 -99.0 0.18169 -99.0 757690000.0 2.0 0.6312 3.0 -3.725 14.5 887410000.0 505120000.0 -1.87 -99.0 -99.0 -99.0 -99.0 -99.0 17807 00000 -1.0 1.0
goodsn 17808 3 1 0 0.5136 0.443 0.474 0.555 0.59 0.078082 0.012877 0.065204 118140000.0 271910000.0 1.0 0.5136 3.0 0.8808 10.76 125460000.0 181270000.0 -0.16 -99.0 -99.0 -99.0 -99.0 -99.0 17808 00000 -1.0 1.0
goodsn 17814 2 1 1 1.1351 1.132 1.1333 1.1361 1.1374 8.5318 4.1275 4.4043 37867000000.0 18367000000.0 0.0 1.135 2.0 40.12 7.185 18874000000.0 12244000000.0 -1.76 11.63 0.77 256.84 18.34 1.165 17814 goodsn-12-G141_17814 1.13507 1.0
goodsn 17817 3 1 -1 0.5361 0.456 0.499 0.576 0.611 0.097525 -99.0 0.097525 -99.0 406690000.0 2.0 0.5361 3.0 -7.427 11.88 488600000.0 271130000.0 -1.97 9.65 5.71 1207.12 843.77 1.365 17817 goodsn-46-G141_17817 0.63722 1.0
goodsn 17819 3 1 -1 1.6211 1.392 1.498 1.757 1.883 4.8267 2.7435 2.0832 25170000000.0 8687300000.0 1.0 1.621 3.0 9.337 10.43 8244400000.0 5791500000.0 -1.58 -99.0 -99.0 -99.0 -99.0 -99.0 17819 goodsn-46-G141_17819 1.93733 1.0
goodsn 17820 3 1 -1 0.8254 0.622 0.712 0.939 1.035 1.3407 1.2189 0.12178 11183000000.0 507850000.0 0.0 0.8254 3.0 30.91 7.103 563020000.0 338570000.0 -1.93 0.37 0.91 1.0243258749272716e+68 inf 1.0 17820 goodsn-13-G141_17820 0.69978 1.0
goodsn 17822 3 1 0 0.5438 0.469 0.504 0.584 0.618 0.12652 -99.0 0.12652 -99.0 527620000.0 2.0 0.5438 3.0 -2.575 9.667 439380000.0 351750000.0 -1.23 -99.0 -99.0 -99.0 -99.0 -99.0 17822 goodsn-24-G141_17822 0.40495 1.0
goodsn 17828 2 1 1 1.503 1.3728 1.3939 1.5051 1.5478 188.82 185.49 3.3288 1701700000000.0 13882000000.0 0.0 1.503 2.0 657.0 24.07 8242500000.0 9254400000.0 -0.58 3.52 1.07 56.55 17.94 0.906 17828 goodsn-46-G141_17828 1.50302 2.0
goodsn 17829 1 1 1 0.959 -1.0 -1.0 -1.0 -1.0 53.847 42.138 11.709 386590000000.0 48827000000.0 0.0 0.959 1.0 768.1 58.9 31802000000.0 32551000000.0 -0.83 111.37 1.16 384.36 4.75 1.243 17829 goodsn-24-G141_17829 0.96011 1.0
goodsn 17840 3 1 -1 0.7755 0.654 0.71 0.834 0.89 0.19916 0.078566 0.12059 720790000.0 502870000.0 1.0 0.7755 3.0 2.193 8.226 585530000.0 335250000.0 -1.94 1.69 0.73 413.91 272.88 0.929 17840 goodsn-35-G141_17840 0.79409 1.0
goodsn 17845 2 1 1 0.8239 0.8151 0.8196 0.8287 0.8339 1.158 0.95748 0.20047 8784200000.0 836000000.0 0.0 0.8239 2.0 24.33 6.293 170000000.0 557340000.0 1.09 0.1 0.86 1.1 9.23 0.925 17845 goodsn-12-G141_17845 0.82394 3.0
goodsn 17847 3 1 -1 1.7357 0.979 1.404 2.081 2.539 5.9409 5.5848 0.35614 51237000000.0 1485100000.0 0.0 1.736 3.0 20.7 16.72 1706400000.0 990090000.0 -1.88 -99.0 -99.0 -99.0 -99.0 -99.0 17847 00000 -1.0 1.0
goodsn 17848 3 1 -1 0.855 0.61 0.698 1.032 1.129 0.49487 0.051078 0.44379 468600000.0 1850700000.0 1.0 0.855 3.0 1.247 13.01 2166800000.0 1233800000.0 -1.94 -99.0 -99.0 -99.0 -99.0 -99.0 17848 00000 -1.0 1.0
goodsn 17853 3 1 -1 0.8983 0.759 0.828 0.97 1.017 0.27019 -99.0 0.27019 -99.0 1126700000.0 2.0 0.8983 3.0 -6.313 8.097 1249400000.0 751150000.0 -1.84 -99.0 -99.0 -99.0 -99.0 -99.0 17853 goodsn-46-G141_17853 0.69046 1.0
goodsn 17855 3 1 -1 0.6083 0.419 0.529 0.682 0.799 0.31958 0.28178 0.037796 2585100000.0 157610000.0 0.0 0.6083 3.0 12.81 7.926 89371000.0 105080000.0 -0.28 -99.0 -99.0 -99.0 -99.0 -99.0 17855 00000 -1.0 1.0
goodsn 17856 1 1 1 0.691 -1.0 -1.0 -1.0 -1.0 1.7923 0.82159 0.97067 7537600000.0 4047800000.0 0.0 0.691 1.0 29.43 6.052 3191900000.0 2698600000.0 -1.19 9.59 1.9 128.37 27.71 0.973 17856 goodsn-23-G141_17856 0.693 1.0
goodsn 17857 3 1 -1 1.0732 0.786 0.921 1.21 1.287 0.82019 0.52721 0.29298 4836800000.0 1221800000.0 1.0 1.073 3.0 6.299 6.921 1440600000.0 814520000.0 -1.94 0.44 2.22 6.223344403172084e+207 inf 1.0 17857 goodsn-13-G141_17857 0.95424 1.0
goodsn 17861 1 1 1 1.3141 -1.0 -1.0 -1.0 -1.0 25.353 21.46 3.8937 196880000000.0 16237000000.0 0.0 1.314 1.0 108.1 10.84 9144300000.0 10825000000.0 -0.49 17.36 1.04 266.17 17.96 0.988 17861 goodsn-24-G141_17861 1.31868 1.0
goodsn 17865 3 1 -1 0.5895 0.513 0.545 0.639 0.679 0.49079 0.3584 0.1324 3288000000.0 552120000.0 0.0 0.5895 3.0 17.39 9.535 423130000.0 368080000.0 -1.07 1.79 0.94 111.94 66.44 1.032 17865 goodsn-46-G141_17865 0.71087 1.0
goodsn 17869 3 1 -1 2.4763 2.241 2.359 2.594 2.688 23.17 21.926 1.2444 201150000000.0 5189200000.0 0.0 2.476 3.0 31.42 19.56 6583700000.0 3459500000.0 -1.99 -99.0 -99.0 -99.0 -99.0 -99.0 17869 00000 -1.0 1.0
goodsn 17870 3 1 -1 2.2299 2.004 2.133 2.331 2.396 13.715 9.3294 4.3855 85591000000.0 18288000000.0 0.0 2.23 3.0 19.99 16.14 18856000000.0 12192000000.0 -1.77 -99.0 -99.0 -99.0 -99.0 -99.0 17870 00000 -1.0 1.0
goodsn 17872 3 1 -1 2.1088 1.813 1.991 2.227 2.325 1.1044 -99.0 1.1044 -99.0 4605700000.0 2.0 2.109 3.0 -30.13 5.169 5157600000.0 3070500000.0 -1.85 -99.0 -99.0 -99.0 -99.0 -99.0 17872 goodsn-123-G141_17872 2.27396 1.0
goodsn 17877 2 1 1 1.7941 1.4366 1.5984 1.8772 1.9878 4.2785 3.2413 1.0373 29736000000.0 4325500000.0 1.0 1.794 2.0 12.22 12.46 3147500000.0 2883700000.0 -1.29 -99.0 -99.0 -99.0 -99.0 -99.0 17877 goodsn-46-G141_17877 1.79407 2.0
goodsn 17879 3 1 -1 1.6354 1.34 1.487 1.783 1.941 1.1509 -99.0 1.1509 -99.0 4799300000.0 2.0 1.635 3.0 -2.969 9.538 4294000000.0 3199500000.0 -1.47 0.23 0.55 88.26 221.79 1.423 17879 goodsn-46-G141_17879 1.47317 1.0
goodsn 17886 3 1 -1 1.7593 1.668 1.71 1.81 1.851 3.9818 1.3011 2.6808 11936000000.0 11179000000.0 1.0 1.759 3.0 4.882 8.772 9814100000.0 7452800000.0 -1.42 -99.0 -99.0 -99.0 -99.0 -99.0 17886 goodsn-24-G141_17886 1.76904 1.0
goodsn 17887 3 1 -1 1.8688 1.542 1.684 1.998 2.052 3.8616 1.5933 2.2683 14618000000.0 9458900000.0 1.0 1.869 3.0 5.741 8.362 8320500000.0 6306000000.0 -1.43 -99.0 -99.0 -99.0 -99.0 -99.0 17887 goodsn-24-G141_17887 1.8648 1.0
goodsn 17891 3 1 -1 0.8077 0.675 0.727 0.889 0.955 0.74358 0.34517 0.39841 3166700000.0 1661400000.0 1.0 0.8077 3.0 8.97 10.68 1900200000.0 1107600000.0 -1.89 3.13 1.31 1559.15 1279.97 4.005 17891 goodsn-35-G141_17891 0.73585 1.0
goodsn 17892 3 1 -1 0.9474 0.86 0.902 0.995 1.033 0.58372 -99.0 0.58372 -99.0 2434200000.0 2.0 0.9474 3.0 -18.05 9.581 2000700000.0 1622800000.0 -1.19 2.39 0.91 208.81 85.04 1.07 17892 goodsn-35-G141_17892 0.92322 1.0
goodsn 17893 2 1 1 0.9319 0.9289 0.93 0.9328 0.9344 2.9502 1.4715 1.4787 13500000000.0 6166600000.0 0.0 0.9319 2.0 29.46 7.235 6557600000.0 4111000000.0 -1.82 10.01 0.81 317.66 29.72 1.167 17893 goodsn-46-G141_17893 0.93189 1.0
goodsn 17898 1 1 1 1.2453 -1.0 -1.0 -1.0 -1.0 16.125 12.172 3.9532 111670000000.0 16485000000.0 0.0 1.245 1.0 79.45 9.244 11577000000.0 10990000000.0 -1.06 17.33 0.9 323.7 18.51 1.064 17898 goodsn-24-G141_17898 1.23558 1.0
goodsn 17901 3 1 -1 0.9373 0.645 0.802 1.08 1.229 1.1525 0.98979 0.16274 9080700000.0 678630000.0 0.0 0.9373 3.0 19.47 13.5 554870000.0 452420000.0 -1.34 1.12 0.78 inf inf 1.0 17901 goodsn-35-G141_17901 0.89553 1.0
goodsn 17905 3 1 -1 0.9297 0.724 0.804 1.049 1.102 0.20875 -99.0 0.20875 -99.0 870500000.0 2.0 0.9297 3.0 -10.33 7.79 731590000.0 580330000.0 -1.28 4.03 0.59 8.458401118217414e+288 inf 1.6489060817626017e+283 17905 goodsn-46-G141_17905 0.92996 1.0
goodsn 17908 3 1 -1 1.8299 1.387 1.561 2.081 2.255 6.2983 4.9747 1.3236 45639000000.0 5519800000.0 0.0 1.83 3.0 18.51 14.47 3443500000.0 3679900000.0 -0.59 -99.0 -99.0 -99.0 -99.0 -99.0 17908 00000 -1.0 1.0
goodsn 17909 3 1 0 2.5547 2.396 2.464 2.646 2.763 64.535 57.971 6.5643 531840000000.0 27374000000.0 0.0 2.555 3.0 69.04 16.21 11926000000.0 18249000000.0 -0.11 -99.0 -99.0 -99.0 -99.0 -99.0 17909 00000 -1.0 1.0
goodsn 17910 3 1 -1 0.949 0.741 0.852 1.043 1.123 0.11061 -99.0 0.11061 -99.0 461250000.0 2.0 0.949 3.0 -0.4581 8.266 479170000.0 307500000.0 -1.79 1.07 0.53 inf inf 1.0 17910 goodsn-13-G141_17910 0.92418 1.0
goodsn 17912 3 1 -1 0.5421 0.439 0.488 0.599 0.652 0.035535 -99.0 0.035535 -99.0 148190000.0 2.0 0.5421 3.0 -2.596 6.898 47809000.0 98790000.0 0.44 -99.0 -99.0 -99.0 -99.0 -99.0 17912 00000 -1.0 2.0
goodsn 17917 3 1 -1 1.6672 1.565 1.596 1.743 1.814 1.2104 -99.0 1.2104 -99.0 5047400000.0 2.0 1.667 3.0 -7.684 10.09 5424800000.0 3364900000.0 -1.79 -99.0 -99.0 -99.0 -99.0 -99.0 17917 goodsn-24-G141_17917 1.6738 1.0
goodsn 17925 2 1 1 0.6193 0.4024 0.6027 0.6308 0.6477 0.22493 0.15991 0.065021 1467100000.0 271150000.0 1.0 0.6193 2.0 7.03 8.682 81795000.0 180770000.0 0.22 4.05 6.47 123.46 198.45 0.876 17925 goodsn-13-G141_17925 0.61931 3.0
goodsn 17926 3 1 -1 1.2958 1.1 1.222 1.374 1.456 1.1398 -99.0 1.1398 -99.0 4753200000.0 2.0 1.296 3.0 -2.783 6.683 5393600000.0 3168800000.0 -1.89 -99.0 -99.0 -99.0 -99.0 -99.0 17926 goodsn-23-G141_17926 1.28988 1.0
goodsn 17927 2 1 1 1.3175 1.3145 1.3157 1.3182 1.3194 3.9344 1.896 2.0384 17394000000.0 8500500000.0 0.0 1.318 2.0 9.416 8.934 9795200000.0 5667000000.0 -1.87 -99.0 -99.0 -99.0 -99.0 -99.0 17927 goodsn-123-G141_17927 1.31753 1.0
goodsn 17928 3 1 -1 1.4745 1.207 1.364 1.59 1.77 5.1837 4.4792 0.70449 41093000000.0 2937800000.0 1.0 1.474 3.0 16.24 21.42 3058500000.0 1958600000.0 -1.75 -99.0 -99.0 -99.0 -99.0 -99.0 17928 goodsn-24-G141_17928 1.60648 1.0
goodsn 17942 1 1 1 0.512 -1.0 -1.0 -1.0 -1.0 1.1064 0.37201 0.7344 3413000000.0 3062500000.0 0.0 0.512 1.0 25.65 10.53 3386900000.0 2041700000.0 -1.9 -99.0 -99.0 -99.0 -99.0 -99.0 17942 goodsn-35-G141_17942 0.55193 1.0
goodsn 17945 3 1 -1 1.5167 1.39 1.452 1.575 1.654 0.80954 -99.0 0.80954 -99.0 3375900000.0 2.0 1.517 3.0 -5.387 9.32 4052100000.0 2250600000.0 -1.93 -99.0 -99.0 -99.0 -99.0 -99.0 17945 goodsn-13-G141_17945 1.9847 1.0
goodsn 17950 3 1 -1 1.7197 1.377 1.513 1.901 2.03 1.8707 1.4039 0.46677 12880000000.0 1946500000.0 1.0 1.72 3.0 5.139 5.404 1929400000.0 1297700000.0 -1.67 -99.0 -99.0 -99.0 -99.0 -99.0 17950 goodsn-13-G141_17950 1.98918 1.0
goodsn 17952 1 1 1 0.8405 -1.0 -1.0 -1.0 -1.0 35.787 31.577 4.2106 289690000000.0 17559000000.0 0.0 0.8405 1.0 785.0 9.495 9511800000.0 11706000000.0 -0.53 22.05 3.61 29.37 4.84 0.883 17952 goodsn-46-G141_17952 0.834 2.0
goodsn 17953 3 1 -1 0.8141 0.718 0.755 0.877 0.955 0.21417 -99.0 0.21417 -99.0 893140000.0 2.0 0.8141 3.0 -14.25 13.16 858860000.0 595430000.0 -1.4 -99.0 -99.0 -99.0 -99.0 -99.0 17953 00000 -1.0 1.0
goodsn 17955 3 1 -1 2.3875 2.15 2.267 2.511 2.625 10.181 8.1382 2.0432 74663000000.0 8520600000.0 1.0 2.387 3.0 13.82 41.35 7678200000.0 5680400000.0 -1.44 -99.0 -99.0 -99.0 -99.0 -99.0 17955 goodsn-46-G141_17955 2.54841 1.0
goodsn 17959 3 1 -1 0.9392 0.742 0.834 1.039 1.118 0.52305 0.18159 0.34146 1666000000.0 1423900000.0 1.0 0.9392 3.0 3.55 8.646 1528900000.0 949280000.0 -1.76 1.65 0.9 662.6 507.4 2.529 17959 goodsn-46-G141_17959 0.81939 1.0
goodsn 17964 3 1 -1 0.8033 0.546 0.71 0.908 1.016 0.5121 0.49912 0.012981 4579000000.0 54134000.0 0.0 0.8033 3.0 13.09 9.158 34284000.0 36090000.0 -0.55 1.49 0.6 351045.73 7.790905779184606e+25 722.128 17964 goodsn-46-G141_17964 0.74107 3.0
goodsn 17968 3 1 -1 1.4112 1.193 1.326 1.523 1.625 0.55742 -99.0 0.55742 -99.0 2324500000.0 2.0 1.411 3.0 -10.06 8.481 2396000000.0 1549700000.0 -1.66 -99.0 -99.0 -99.0 -99.0 -99.0 17968 goodsn-23-G141_17968 1.98619 1.0
goodsn 17969 3 1 0 1.1492 1.016 1.054 1.254 1.323 1.4309 1.2949 0.13602 11880000000.0 567230000.0 1.0 1.149 3.0 12.04 12.6 66024000.0 378150000.0 2.47 -99.0 -99.0 -99.0 -99.0 -99.0 17969 00000 -1.0 3.0
goodsn 17971 1 1 1 2.932 -1.0 -1.0 -1.0 -1.0 15.158 0.027938 15.13 256310000.0 63095000000.0 1.0 2.932 1.0 0.01465 5.278 55994000000.0 42063000000.0 -1.39 -99.0 -99.0 -99.0 -99.0 -99.0 17971 goodsn-13-G141_17971 2.93535 1.0
goodsn 17976 3 1 -1 0.9952 0.872 0.948 1.042 1.073 1.6292 1.1203 0.50892 10278000000.0 2122300000.0 0.0 0.9952 3.0 17.89 9.317 1937700000.0 1414900000.0 -1.6 4.36 1.55 inf nan 1.0 17976 goodsn-45-G141_17976 0.68708 1.0
goodsn 17977 2 1 1 0.8534 0.7934 0.8515 0.9416 0.9888 0.53516 -99.0 0.53516 -99.0 2231700000.0 2.0 0.8534 2.0 -5.714 7.939 1714600000.0 1487800000.0 -1.06 1.72 0.98 91.88 54.94 1.116 17977 goodsn-34-G141_17977 0.85336 1.0
