# field phot_id z_best_s use_phot use_zgrism z_best z_best_l95 z_best_l68 z_best_u68 z_best_u95 sfr sfr_IR sfr_UV L_IR L_UV flag z_sfr z_type f24tot ef24tot L_1600 L_2800 beta Ha_FLUX Ha_FLUX_ERR Ha_EQW Ha_EQW_ERR number grism_id z_max_grism
# Author: I. Momcheva (Sat Oct  3 21:18:14 2015)
uds 28269 2 1 1 0.6603 0.5155 0.5439 0.6629 0.6806 1.7247 0.3126 1.4121 2867900000.0 5888600000.0 1.0 0.6603 2.0 12.24 24.48 6419300000.0 3925700000.0 -1.84 -0.36 2.21 -3.31 20.36 28269 uds-04-G141_28269 0.6603
uds 12458 2 1 1 0.6323 0.5257 0.5569 0.642 0.6743 0.69119 -99.0 0.69119 -99.0 2882300000.0 2.0 0.6323 2.0 -17.56 21.56 3421000000.0 1921600000.0 -1.94 4.44 7.11 120.01 196.04 12458 uds-16-G141_12458 0.63232
uds 27718 2 1 1 0.6299 0.5007 0.5668 0.67 0.7156 0.21641 0.096809 0.1196 888160000.0 498740000.0 1.0 0.6299 2.0 4.128 247.1 427760000.0 332490000.0 -1.55 3.17 5.41 113.54 193.16 27718 uds-13-G141_27718 0.62987
uds 15611 2 1 1 0.8212 0.8113 0.8161 0.8265 0.8312 1.5825 0.34189 1.2406 3136600000.0 5173600000.0 1.0 0.8212 2.0 8.72 25.31 4613700000.0 3449000000.0 -1.51 10.8 2.43 140.43 34.17 15611 uds-14-G141_15611 0.82121
uds 27211 3 1 0 0.5941 0.561 0.575 0.615 0.626 7.1662 6.8571 0.3091 62909000000.0 1289000000.0 0.0 0.5941 3.0 326.8 29.02 395190000.0 859330000.0 0.43 -99.0 -99.0 -99.0 -99.0 27211 00000 -1.0
uds 24163 2 1 1 0.9319 0.9136 0.9234 0.9339 0.9377 2.4554 0.56741 1.888 5205600000.0 7873200000.0 1.0 0.9319 2.0 11.36 24.77 7770900000.0 5248800000.0 -1.61 11.59 1.69 262.82 42.28 24163 uds-13-G141_24163 0.93189
uds 41303 3 1 0 0.5198 0.455 0.476 0.565 0.596 0.60105 0.11823 0.48282 1084700000.0 2013400000.0 1.0 0.5198 3.0 7.84 19.99 1224800000.0 1342300000.0 -0.82 -99.0 -99.0 -99.0 -99.0 41303 00000 -1.0
uds 22241 3 1 0 0.9274 0.832 0.875 0.976 1.06 2.0945 1.5908 0.5037 14594000000.0 2100500000.0 0.0 0.9274 3.0 32.32 21.66 1394300000.0 1400300000.0 -1.05 -99.0 -99.0 -99.0 -99.0 22241 00000 -1.0
uds 35570 2 1 1 0.8085 0.7976 0.8041 0.8148 0.8212 1.6626 -99.0 1.6626 -99.0 6933200000.0 2.0 0.8085 2.0 -2.573 20.18 7836000000.0 4622100000.0 -1.88 11.88 3.39 151.64 45.2 35570 uds-25-G141_35570 0.8085
uds 1980 3 1 0 0.6773 0.638 0.654 0.702 0.719 5.561 5.2874 0.27361 48508000000.0 1141000000.0 0.0 0.6773 3.0 197.2 35.32 654380000.0 760650000.0 -0.67 -99.0 -99.0 -99.0 -99.0 1980 00000 -1.0
uds 24424 2 1 1 0.6348 0.6178 0.6275 0.6406 0.6484 9.0096 8.7885 0.22106 80629000000.0 921840000.0 0.0 0.6348 2.0 369.6 30.85 454890000.0 614560000.0 -0.4 3.22 4.96 20.65 31.78 24424 uds-27-G141_24424 0.63477
uds 21238 2 1 1 0.9484 0.904 0.9187 0.9562 0.9754 5.0795 3.1782 1.9013 29158000000.0 7928800000.0 0.0 0.9484 2.0 60.16 25.57 6149900000.0 5285900000.0 -1.28 6.74 2.21 86.81 29.03 21238 uds-08-G141_21238 0.94838
uds 14515 2 1 1 0.7807 0.7596 0.7738 0.7937 0.8022 2.7488 2.1827 0.5661 20025000000.0 2360700000.0 0.0 0.7807 2.0 60.1 26.17 330310000.0 1573800000.0 1.94 -1.75 1.22 -9.19 6.38 14515 uds-14-G141_14515 0.78069
uds 41117 2 1 1 0.7126 0.7012 0.7058 0.7149 0.7192 7.1594 4.8226 2.3368 44244000000.0 9744800000.0 0.0 0.7126 2.0 161.3 22.58 7831900000.0 6496500000.0 -1.29 19.78 3.15 81.18 13.43 41117 uds-25-G141_41117 0.71258
uds 14396 2 1 1 0.9367 0.932 0.9339 0.9374 0.9388 14.109 12.39 1.7188 113670000000.0 7167800000.0 0.0 0.9367 2.0 244.2 28.74 3117500000.0 4778500000.0 -0.39 23.88 1.25 139.91 7.71 14396 uds-03-G141_14396 0.93673
uds 14752 2 1 1 0.8112 0.7964 0.8036 0.8165 0.8225 3.3594 2.7241 0.63531 24991000000.0 2649300000.0 1.0 0.8112 2.0 70.44 188.2 324080000.0 1766200000.0 2.2 -2.49 1.13 -10.93 4.93 14752 uds-28-G141_14752 0.8085
uds 11992 1 1 1 0.92 -1.0 -1.0 -1.0 -1.0 12.126 11.065 1.0614 101510000000.0 4426300000.0 0.0 0.92 1.0 230.3 25.33 1366100000.0 2950900000.0 0.06 14.43 1.21 58.95 5.11 11992 uds-09-G141_11992 0.91842
