# U_GOODS-N
3050.0	0.0
3060.0	0.0
3070.0	0.00388394
3080.0	0.00575927
3090.0	0.00910353
3100.0	0.0137555
3110.0	0.0198584
3120.0	0.0285668
3130.0	0.0397245
3140.0	0.0516902
3150.0	0.0683547
3160.0	0.0878206
3170.0	0.109739
3180.0	0.13446
3190.0	0.158738
3200.0	0.187892
3210.0	0.218743
3220.0	0.247896
3230.0	0.277599
3240.0	0.311734
3250.0	0.34295
3260.0	0.373558
3270.0	0.406878
3280.0	0.441453
3290.0	0.467324
3300.0	0.497138
3310.0	0.529656
3320.0	0.557689
3330.0	0.584147
3340.0	0.606415
3350.0	0.635807
3360.0	0.660146
3370.0	0.67918
3380.0	0.701668
3390.0	0.718154
3400.0	0.738621
3410.0	0.754618
3420.0	0.771284
3430.0	0.785354
3440.0	0.800283
3450.0	0.818279
3460.0	0.831971
3470.0	0.851705
3480.0	0.867069
3490.0	0.887336
3500.0	0.899248
3510.0	0.912998
3520.0	0.92024
3530.0	0.932465
3540.0	0.940524
3550.0	0.953233
3560.0	0.955721
3570.0	0.962533
3580.0	0.970885
3590.0	0.976032
3600.0	0.981726
3610.0	0.987814
3620.0	0.991634
3630.0	0.991948
3640.0	0.993004
3650.0	0.995164
3660.0	0.99441
3670.0	1.0
3680.0	0.998366
3690.0	0.989089
3700.0	0.984972
3710.0	0.980613
3720.0	0.973117
3730.0	0.967999
3740.0	0.946229
3750.0	0.931536
3760.0	0.922611
3770.0	0.899745
3780.0	0.880658
3790.0	0.86315
3800.0	0.833986
3810.0	0.812301
3820.0	0.780779
3830.0	0.748005
3840.0	0.719072
3850.0	0.679979
3860.0	0.64144
3870.0	0.605203
3880.0	0.560607
3890.0	0.517869
3900.0	0.474689
3910.0	0.428938
3920.0	0.387176
3930.0	0.34661
3940.0	0.305654
3950.0	0.266377
3960.0	0.231658
3970.0	0.199042
3980.0	0.167522
3990.0	0.138999
4000.0	0.114094
4010.0	0.092461
4020.0	0.0747415
4030.0	0.0582146
4040.0	0.0462729
4050.0	0.0358676
4060.0	0.0275341
4070.0	0.0208735
4080.0	0.0155441
4090.0	0.0114876
4100.0	0.00825944
4110.0	0.0058184
4120.0	0.00436172
4130.0	0.00318147
4140.0	0.00222065
4150.0	0.00148276
4160.0	0.0013065
4170.0	0.000819166
4180.0	0.000618697
4190.0	0.00034046
4200.0	5.18475e-06
4210.0	0.000276411
4220.0	0.000110518
4230.0	0.000165697
4240.0	9.66254e-05
4250.0	0.0
4260.0	0.0
# U38_GOODS-S
3240.0	0.0
3250.0	0.0
3260.0	0.00165352
3270.0	0.00228594
3280.0	0.00340283
3290.0	0.00497954
3300.0	0.00723631
3310.0	0.0102405
3320.0	0.0143579
3330.0	0.0196932
3340.0	0.0259688
3350.0	0.0329463
3360.0	0.0408772
3370.0	0.0505173
3380.0	0.0629321
3390.0	0.078557
3400.0	0.0963977
3410.0	0.115526
3420.0	0.135551
3430.0	0.156339
3440.0	0.178521
3450.0	0.202493
3460.0	0.228957
3470.0	0.257343
3480.0	0.287296
3490.0	0.319189
3500.0	0.353721
3510.0	0.388942
3520.0	0.425567
3530.0	0.462295
3540.0	0.497709
3550.0	0.52995
3560.0	0.559347
3570.0	0.589028
3580.0	0.622892
3590.0	0.663183
3600.0	0.707952
3610.0	0.750554
3620.0	0.787333
3630.0	0.814588
3640.0	0.833063
3650.0	0.847027
3660.0	0.862829
3670.0	0.885588
3680.0	0.916754
3690.0	0.952166
3700.0	0.983391
3710.0	1.0
3720.0	0.999305
3730.0	0.983668
3740.0	0.961422
3750.0	0.938403
3760.0	0.918975
3770.0	0.90622
3780.0	0.897018
3790.0	0.883729
3800.0	0.856809
3810.0	0.81012
3820.0	0.745401
3830.0	0.669456
3840.0	0.590405
3850.0	0.516992
3860.0	0.45166
3870.0	0.395116
3880.0	0.345773
3890.0	0.300874
3900.0	0.257859
3910.0	0.21566
3920.0	0.174654
3930.0	0.136492
3940.0	0.103122
3950.0	0.0762784
3960.0	0.0556162
3970.0	0.0392724
3980.0	0.0269211
3990.0	0.0179584
4000.0	0.0116632
4010.0	0.00816303
4020.0	0.0
4030.0	0.0
# U_GOODS-S
3090.0	0.0
3100.0	0.0
3110.0	0.00418958
3120.0	0.00495257
3130.0	0.00614517
3140.0	0.00758315
3150.0	0.00934905
3160.0	0.011666
3170.0	0.0142256
3180.0	0.0172071
3190.0	0.0207241
3200.0	0.0246106
3210.0	0.0274429
3220.0	0.0301869
3230.0	0.0330727
3240.0	0.036139
3250.0	0.0393927
3260.0	0.0425942
3270.0	0.0459229
3280.0	0.049545
3290.0	0.0534132
3300.0	0.0573556
3310.0	0.060641
3320.0	0.0639249
3330.0	0.0672859
3340.0	0.0707752
3350.0	0.0743343
3360.0	0.0780116
3370.0	0.0816997
3380.0	0.0855212
3390.0	0.0895145
3400.0	0.0935745
3410.0	0.0971542
3420.0	0.100748
3430.0	0.104461
3440.0	0.108299
3450.0	0.112346
3460.0	0.117023
3470.0	0.121954
3480.0	0.127068
3490.0	0.132367
3500.0	0.138223
3510.0	0.14771
3520.0	0.165169
3530.0	0.184863
3540.0	0.20852
3550.0	0.223315
3560.0	0.243224
3570.0	0.264764
3580.0	0.285478
3590.0	0.299463
3600.0	0.313061
3610.0	0.336084
3620.0	0.358098
3630.0	0.381242
3640.0	0.405241
3650.0	0.433168
3660.0	0.459168
3670.0	0.482373
3680.0	0.512224
3690.0	0.549776
3700.0	0.602441
3710.0	0.600039
3720.0	0.614398
3730.0	0.635208
3740.0	0.657691
3750.0	0.683236
3760.0	0.714584
3770.0	0.747597
3780.0	0.77582
3790.0	0.804393
3800.0	0.828324
3810.0	0.850125
3820.0	0.874053
3830.0	0.897055
3840.0	0.92068
3850.0	0.938383
3860.0	0.953028
3870.0	0.963273
3880.0	0.973134
3890.0	0.972789
3900.0	0.969263
3910.0	0.972835
3920.0	1.0
3930.0	0.986203
3940.0	0.741511
3950.0	0.360814
3960.0	0.133978
3970.0	0.0540788
3980.0	0.0263471
3990.0	0.0172096
4000.0	0.0129888
4010.0	0.0133742
4020.0	0.0121845
4030.0	0.0116009
4040.0	0.012762
4050.0	0.0106936
4060.0	0.0100781
4070.0	0.00963001
4080.0	0.00967264
4090.0	0.0
4100.0	0.0
# U_AEGIS
2960.0	0.0
2980.0	0.0
3000.0	8.19693e-08
3020.0	1.87767e-11
3040.0	3.36953e-11
3060.0	4.74755e-11
3080.0	6.05581e-11
3100.0	7.3151e-11
3120.0	8.53631e-11
3140.0	9.72712e-11
3160.0	1.11935e-10
3180.0	6.86978e-05
3200.0	0.000205505
3220.0	0.000401238
3240.0	0.000832675
3260.0	0.0020256
3280.0	0.00574384
3300.0	0.0174018
3320.0	0.0442867
3340.0	0.0825578
3360.0	0.132382
3380.0	0.187304
3400.0	0.240497
3420.0	0.285419
3440.0	0.324193
3460.0	0.36267
3480.0	0.404515
3500.0	0.450992
3520.0	0.494453
3540.0	0.533851
3560.0	0.562178
3580.0	0.583317
3600.0	0.602471
3620.0	0.619667
3640.0	0.631993
3660.0	0.638646
3680.0	0.634382
3700.0	0.621075
3720.0	0.605781
3740.0	0.598126
3760.0	0.607987
3780.0	0.640044
3800.0	0.690028
3820.0	0.752245
3840.0	0.811894
3860.0	0.856798
3880.0	0.882172
3900.0	0.891964
3920.0	0.899035
3940.0	0.913199
3960.0	0.939187
3980.0	0.971378
4000.0	0.993692
4020.0	1.0
4040.0	0.98356
4060.0	0.936029
4080.0	0.84984
4100.0	0.727127
4120.0	0.577775
4140.0	0.423078
4160.0	0.284678
4180.0	0.177522
4200.0	0.105265
4220.0	0.0613614
4240.0	0.0366119
4260.0	0.0228824
4280.0	0.0149668
4300.0	0.0102779
4320.0	0.00740053
4340.0	0.00549179
4360.0	0.00431976
4380.0	0.00351555
4400.0	0.00292577
4420.0	0.00252454
4440.0	0.00220073
4460.0	0.00193736
4480.0	0.00166883
4500.0	0.00142912
4520.0	0.0011841
4540.0	0.000949955
4560.0	0.000763379
4580.0	0.000609955
4600.0	0.000542662
4620.0	0.000474544
4640.0	0.000458756
4660.0	0.000460531
4680.0	0.000462307
4700.0	0.000464135
4720.0	0.000483646
4740.0	0.000521262
4760.0	0.000559123
4780.0	0.000615324
4800.0	0.000671911
4820.0	0.000728752
4840.0	0.000840796
4860.0	0.00100858
4880.0	0.0012878
4900.0	0.00180878
4920.0	0.00262814
4940.0	0.0040273
4960.0	0.00604837
4980.0	0.00886433
5000.0	0.0122009
5020.0	0.0156198
5040.0	0.0185402
5060.0	0.0202476
5080.0	0.0202832
5100.0	0.018733
5120.0	0.0160416
5140.0	0.0128292
5160.0	0.0097004
5180.0	0.00699801
5200.0	0.00485762
5220.0	0.00333948
5240.0	0.00238952
5260.0	0.00187663
5280.0	0.0017243
5300.0	0.00176195
5320.0	0.00195123
5340.0	0.00215913
5360.0	0.0023093
5380.0	0.00236379
5400.0	0.00230388
5420.0	0.00216723
5440.0	0.00208791
5460.0	0.00204677
5480.0	0.00215708
5500.0	0.00251263
5520.0	0.00301797
5540.0	0.00365356
5560.0	0.0
5580.0	0.0
# U_COSMOS
2960.0	0.0
2980.0	0.0
3000.0	8.19693e-08
3020.0	1.87767e-11
3040.0	3.36953e-11
3060.0	4.74755e-11
3080.0	6.05581e-11
3100.0	7.3151e-11
3120.0	8.53631e-11
3140.0	9.72712e-11
3160.0	1.11935e-10
3180.0	6.86978e-05
3200.0	0.000205505
3220.0	0.000401238
3240.0	0.000832675
3260.0	0.0020256
3280.0	0.00574384
3300.0	0.0174018
3320.0	0.0442867
3340.0	0.0825578
3360.0	0.132382
3380.0	0.187304
3400.0	0.240497
3420.0	0.285419
3440.0	0.324193
